branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,n1i_tot_len,n1i_tot_nod,n1i_frtd_nod,n1i_frt,n1i_tot_lvs,n1h_tot_len,n1h_tot_nod,n1h_frtd_nod,n1h_frt,n1h_tot_lvs
1314,65,65,S,Fernando,X3,lsun,l,sun,0,39,14,9,127,14,46,18,9,106,15
1315,65,65,E,Fernando,X3,lsun,l,sun,0,44,15,8,60,17,47,17,8,48,17
1316,65,65,W,Fernando,X3,lsun,l,sun,0,31,13,7,78,15,35,16,6,53,15
1317,66,66,N,Fernando,X3,lsun,l,sun,0,27.5,12,9,118,9,29,12,8,81,3
1318,66,66,S,Fernando,X3,lsun,l,sun,0,27,13,9,66,12,23,11,9,56,1
1319,66,66,E,Fernando,X3,lsun,l,sun,0,32,15,9,105,12,33,16,8,86,2
1320,66,66,W,Fernando,X3,lsun,l,sun,0,18,9,6,60,2,18,9,6,47,2
1321,67,67,N,Fernando,X4,hsun,h,sun,0,25.5,12,2,3,9,42,19,1,1,21
1322,67,67,S,Fernando,X4,hsun,h,sun,0,41,13,5,15,20,43,13,5,10,17
1323,67,67,E,Fernando,X4,hsun,h,sun,0,33.5,14,8,20,11,50,23,6,8,16
1324,67,67,W,Fernando,X4,hsun,h,sun,0,41,19,13,31,11,55,26,9,22,13
1325,68,68,N,Fernando,X4,hsun,h,sun,0,32,14,9,110,11,39,16,9,76,15
1326,68,68,S,Fernando,X4,hsun,h,sun,0,29,13,9,114,9,31,13,9,66,0
1327,68,68,E,Fernando,X4,hsun,h,sun,0,31.5,13,8,76,9,35.5,18,7,44,9
1328,68,68,W,Fernando,X4,hsun,h,sun,0,36,14,10,107,11,37,12,10,66,8
1329,69,69,N,Fernando,X4,hsun,h,sun,33,40,16,10,25,15,46,20,10,23,14
1330,69,69,S,Fernando,X4,hsun,h,sun,33,38,15,9,78,14,42,19,8,71,12
1331,69,69,E,Fernando,X4,hsun,h,sun,33,35.5,12,6,55,19,35.5,13,6,51,14
1332,69,69,W,Fernando,X4,hsun,h,sun,33,37,16,9,36,17,47,19,8,31,17
1333,70,70,N,Fernando,X4,hsun,h,sun,66,23.5,13,7,44,15,26,15,4,14,0
1334,70,70,S,Fernando,X4,hsun,h,sun,66,20.5,9,5,59,11,23,11,4,31,7
1335,70,70,E,Fernando,X4,hsun,h,sun,66,28,13,8,134,8,28,14,9,41,4
1336,70,70,W,Fernando,X4,hsun,h,sun,66,32.5,16,10,87,16,36,18,8,57,6
1337,71,71,N,Fernando,X4,hsun,h,sun,33,29,13,8,109,7,29,13,8,34,2
1338,71,71,S,Fernando,X4,hsun,h,sun,33,29.5,13,5,68,13,29.5,13,5,38,10
1339,71,71,E,Fernando,X4,hsun,h,sun,33,36,16,11,197,13,28,11,7,63,0
1340,71,71,W,Fernando,X4,hsun,h,sun,33,37,14,10,173,19,38,15,9,75,6
1341,72,72,N,Fernando,X4,hsun,h,sun,66,26.5,11,6,83,14,32,13,6,59,12
1342,72,72,S,Fernando,X4,hsun,h,sun,66,29.5,16,9,76,14,31,13,7,48,12
1343,72,72,E,Fernando,X4,hsun,h,sun,66,21.5,10,7,80,11,22,11,6,47,9
1344,72,72,W,Fernando,X4,hsun,h,sun,66,33,14,9,90,12,33,17,10,51,6
1345,73,73,N,Fernando,X4,hsun,h,sun,0,25.5,9,3,43,15,32,13,4,38,14
1346,73,73,S,Fernando,X4,hsun,h,sun,0,41,14,8,81,20,45.5,16,8,61,13
1347,73,73,E,Fernando,X4,hsun,h,sun,0,33,13,6,78,17,39,15,6,61,15
1348,73,73,W,Fernando,X4,hsun,h,sun,0,35.5,14,7,62,16,34,14,7,47,14
1349,74,74,N,Fernando,X4,hsun,h,sun,66,37.5,16,10,152,15,37,18,10,97,9
1350,74,74,S,Fernando,X4,hsun,h,sun,66,35,15,10,203,14,36,17,10,106,4
1351,74,74,E,Fernando,X4,hsun,h,sun,66,35,15,9,126,14,38,15,9,69,6
1352,74,74,W,Fernando,X4,hsun,h,sun,66,30.5,14,8,72,12,32,16,3,34,11
1353,75,75,N,Fernando,X4,hsun,h,sun,0,32,15,8,100,14,32,15,9,63,11
1354,75,75,S,Fernando,X4,hsun,h,sun,0,38,16,11,136,15,49,20,11,92,14
1355,75,75,E,Fernando,X4,hsun,h,sun,0,33,15,10,116,10,33.5,15,9,68,0
1356,75,75,W,Fernando,X4,hsun,h,sun,0,39,15,10,145,13,40.5,19,12,89,8
1357,76,76,N,Fernando,X4,hsun,h,sun,33,40,17,11,79,15,44,18,11,71,13
1358,76,76,S,Fernando,X4,hsun,h,sun,33,27.5,11,8,66,10,28,12,7,62,8
1359,76,76,E,Fernando,X4,hsun,h,sun,33,35,14,9,95,13,35,15,9,76,10
1360,76,76,W,Fernando,X4,hsun,h,sun,33,39.5,16,10,112,14,42.5,17,10,87,7
1361,77,77,N,Fernando,X4,hsun,h,sun,33,28,9,5,22,9,47,17,4,17,20
1362,77,77,S,Fernando,X4,hsun,h,sun,33,49.5,15,7,20,11,67,22,5,15,18
1363,77,77,E,Fernando,X4,hsun,h,sun,33,32.5,12,6,41,11,44.5,17,6,42,17
1364,77,77,W,Fernando,X4,hsun,h,sun,33,38.5,13,6,37,17,49,16,6,37,17
1365,78,78,N,Fernando,X4,hsun,h,sun,0,25,11,4,7,8,32.5,17,3,3,10
1366,78,78,S,Fernando,X4,hsun,h,sun,0,25,14,3,7,6,40,20,1,2,17
1367,78,78,E,Fernando,X4,hsun,h,sun,0,28,13,4,13,8,40,19,3,7,15
1368,78,78,W,Fernando,X4,hsun,h,sun,0,38,18,10,84,12,33,14,7,54,2
1369,79,79,N,Fernando,X4,hsun,h,sun,0,34,15,10,122,13,38,18,8,82,9
1370,79,79,S,Fernando,X4,hsun,h,sun,0,33,14,8,91,15,35.5,15,8,78,9
1371,79,79,E,Fernando,X4,hsun,h,sun,0,32,13,7,60,14,37,16,7,52,12
1372,79,79,W,Fernando,X4,hsun,h,sun,0,27,12,7,57,17,31,15,7,44,10
1373,80,80,N,Fernando,X4,hsun,h,sun,66,26.5,12,8,112,13,25.5,14,7,67,2
1374,80,80,S,Fernando,X4,hsun,h,sun,66,32,15,10,139,18,35,18,10,88,8
1375,80,80,E,Fernando,X4,hsun,h,sun,66,24,9,7,112,2,24,11,5,11,0
1376,80,80,W,Fernando,X4,hsun,h,sun,66,29.5,14,7,73,19,33.5,16,8,60,19
1377,81,81,N,Fernando,X4,hsun,h,sun,0,38,15,9,81,12,37,15,8,74,9
1378,81,81,S,Fernando,X4,hsun,h,sun,0,30.5,14,8,116,11,33,17,8,80,5
1379,81,81,E,Fernando,X4,hsun,h,sun,0,34.5,15,9,117,13,41,19,9,90,13
1380,81,81,W,Fernando,X4,hsun,h,sun,0,35.5,15,9,88,11,36,15,9,60,4
1381,82,82,N,Fernando,X4,hsun,h,sun,66,33.5,15,8,70,16,38,19,8,53,11
1382,82,82,S,Fernando,X4,hsun,h,sun,66,38.5,14,6,55,17,45,19,8,53,11
1383,82,82,E,Fernando,X4,hsun,h,sun,66,34,14,8,72,15,25,8,6,40,0
1384,82,82,W,Fernando,X4,hsun,h,sun,66,31.5,13,7,69,11,35,17,7,47,4
1385,83,83,N,Fernando,X4,hsun,h,sun,33,38,15,5,155,16,40,17,10,109,0
1386,83,83,S,Fernando,X4,hsun,h,sun,33,40,16,10,105,19,41.5,17,9,100,18
1387,83,83,E,Fernando,X4,hsun,h,sun,33,42,18,12,133,25,43,18,12,114,15
1388,83,83,W,Fernando,X4,hsun,h,sun,33,30,13,7,71,18,31,14,7,62,3
1389,84,84,N,Fernando,X4,hsun,h,sun,0,25.5,9,6,51,6,29,12,6,36,10
1390,84,84,S,Fernando,X4,hsun,h,sun,0,39.5,13,9,136,17,39.5,14,9,94,10
1391,84,84,E,Fernando,X4,hsun,h,sun,0,24.5,10,7,65,6,23.5,11,7,32,0
1392,84,84,W,Fernando,X4,hsun,h,sun,0,40,15,10,123,15,43,18,11,93,11
1393,85,85,N,Fernando,X4,hsun,h,sun,33,33,13,9,132,14,34,14,8,105,8
1394,85,85,S,Fernando,X4,hsun,h,sun,33,30,13,8,125,9,32,13,8,99,6
1395,85,85,E,Fernando,X4,hsun,h,sun,33,29,13,10,118,6,29,12,8,41,1
1396,85,85,W,Fernando,X4,hsun,h,sun,33,30.5,14,8,127,16,31,14,8,98,10
1397,86,86,N,Fernando,X4,hsun,h,sun,0,39.5,16,10,64,12,42,18,1,65,7
1398,86,86,S,Fernando,X4,hsun,h,sun,0,37,17,10,113,13,39,18,10,85,3
1399,86,86,E,Fernando,X4,hsun,h,sun,0,35,15,8,118,9,35,16,7,67,9
1400,86,86,W,Fernando,X4,hsun,h,sun,0,37,15,10,152,14,39,17,10,117,8
1401,87,87,N,Fernando,X4,hsun,h,sun,66,34,15,8,131,13,34,15,8,78,10
1402,87,87,S,Fernando,X4,hsun,h,sun,66,30,14,9,84,15,30,12,7,61,2
1403,87,87,E,Fernando,X4,hsun,h,sun,66,34,15,9,112,13,34,14,8,81,6
1404,87,87,W,Fernando,X4,hsun,h,sun,66,35,14,9,93,15,36,16,9,79,10
1405,88,88,N,Fernando,X4,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1406,88,88,S,Fernando,X4,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,88,88,E,Fernando,X4,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1408,88,88,W,Fernando,X4,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,89,1,N,Miguel,X5,hshd,h,shd,0,29.5,11,5,29,10,37.5,15,5,15,10
1410,89,1,S,Miguel,X5,hshd,h,shd,0,33,12,8,74,11,34,13,8,39,4
1411,89,1,E,Miguel,X5,hshd,h,shd,0,29.5,12,8,69,9,32,13,7,40,7
1412,89,1,W,Miguel,X5,hshd,h,shd,0,31,11,8,89,12,38,12,7,51,12
1413,90,2,N,Miguel,X5,hshd,h,shd,33,23.5,13,2,5,9,27,15,2,4,8
1414,90,2,S,Miguel,X5,hshd,h,shd,33,28,14,7,39,11,32,16,7,17,11
1415,90,2,E,Miguel,X5,hshd,h,shd,33,23.5,10,6,67,10,24,4,5,45,2
1416,90,2,W,Miguel,X5,hshd,h,shd,33,28.5,12,7,36,12,33,15,7,29,5
1417,91,3,N,Miguel,X5,hshd,h,shd,66,40,15,9,113,15,57,21,9,80,18
1418,91,3,S,Miguel,X5,hshd,h,shd,66,33,12,7,67,13,32.5,12,6,42,8
1419,91,3,E,Miguel,X5,hshd,h,shd,66,38,13,8,105,18,43.5,15,8,93,15
1420,91,3,W,Miguel,X5,hshd,h,shd,66,38.5,14,9,111,17,42,15,8,74,13
1421,92,4,N,Miguel,X5,hshd,h,shd,66,40,13,8,120,19,52,16,9,107,8
1422,92,4,S,Miguel,X5,hshd,h,shd,66,39,13,10,173,19,40.5,15,8,42,10
1423,92,4,E,Miguel,X5,hshd,h,shd,66,33.5,12,7,75,13,34.5,15,6,15,10
1424,92,4,W,Miguel,X5,hshd,h,shd,66,42,16,10,173,23,46.5,17,10,114,11
1425,93,5,N,Miguel,X5,hshd,h,shd,66,20.5,10,5,38,8,21,11,4,14,8
1426,93,5,S,Miguel,X5,hshd,h,shd,66,21,11,5,34,10,21,11,4,20,8
1427,93,5,E,Miguel,X5,hshd,h,shd,66,26,11,5,53,15,25,15,3,21,10
1428,93,5,W,Miguel,X5,hshd,h,shd,66,27,12,7,53,11,30,17,7,30,9
1429,94,6,N,Miguel,X5,hshd,h,shd,66,39,13,5,33,20,37.5,14,5,19,13
1430,94,6,S,Miguel,X5,hshd,h,shd,66,36,13,6,42,14,45.5,17,5,26,14
1431,94,6,E,Miguel,X5,hshd,h,shd,66,33,11,6,28,25,34,10,4,13,7
1432,94,6,W,Miguel,X5,hshd,h,shd,66,25.5,11,8,77,7,37,14,6,63,9
1433,95,7,N,Miguel,X5,hshd,h,shd,0,22.5,8,2,18,9,23,9,2,12,10
1434,95,7,S,Miguel,X5,hshd,h,shd,0,44,12,4,14,18,58.5,17,4,7,15
1435,95,7,E,Miguel,X5,hshd,h,shd,0,37,12,4,24,15,44,15,4,16,15
1436,95,7,W,Miguel,X5,hshd,h,shd,0,27,10,3,12,10,20.5,10,4,16,5
1437,96,8,N,Miguel,X5,hshd,h,shd,0,30,13,9,129,12,41,18,9,88,14
1438,96,8,S,Miguel,X5,hshd,h,shd,0,29,11,8,108,13,31,13,5,70,11
1439,96,8,E,Miguel,X5,hshd,h,shd,0,26.5,13,8,76,9,30,14,7,17,0
1440,96,8,W,Miguel,X5,hshd,h,shd,0,19.5,8,4,48,9,14.5,9,4,28,7
1441,97,9,N,Miguel,X5,hshd,h,shd,66,28,12,8,159,16,33.5,13,8,72,8
1442,97,9,S,Miguel,X5,hshd,h,shd,66,30,10,4,30,14,46,15,4,14,14
1443,97,9,E,Miguel,X5,hshd,h,shd,66,34.5,15,9,129,21,39,17,7,45,17
1444,97,9,W,Miguel,X5,hshd,h,shd,66,29.5,13,10,87,15,27,12,6,41,8
1445,98,10,N,Miguel,X5,hshd,h,shd,0,31,11,6,76,19,46,16,6,45,25
1446,98,10,S,Miguel,X5,hshd,h,shd,0,34,11,7,64,16,35,11,6,39,12
1447,98,10,E,Miguel,X5,hshd,h,shd,0,35.5,12,7,116,21,48.5,15,7,80,23
1448,98,10,W,Miguel,X5,hshd,h,shd,0,29.5,9,8,59,10,31,10,6,19,9
1449,99,11,N,Miguel,X5,hshd,h,shd,33,29.5,12,8,71,14,43.5,17,4,8,17
1450,99,11,S,Miguel,X5,hshd,h,shd,33,24,8,5,53,14,27,9,4,10,4
1451,99,11,E,Miguel,X5,hshd,h,shd,33,33,14,9,133,10,46,19,8,52,15
1452,99,11,W,Miguel,X5,hshd,h,shd,33,31,12,8,81,16,31.5,13,3,6,0
1453,100,12,N,Miguel,X5,hshd,h,shd,33,29.5,12,7,79,15,38,15,5,38,19
1454,100,12,S,Miguel,X5,hshd,h,shd,33,25.5,10,7,81,13,29,12,7,57,12
1455,100,12,E,Miguel,X5,hshd,h,shd,33,24.5,11,8,47,9,26,11,6,28,9
1456,100,12,W,Miguel,X5,hshd,h,shd,33,25.5,11,8,58,13,32,14,7,38,16
1457,101,13,N,Miguel,X5,hshd,h,shd,0,27,13,8,105,15,34,16,8,57,17
1458,101,13,S,Miguel,X5,hshd,h,shd,0,22.5,9,5,78,12,32,12,5,61,13
1459,101,13,E,Miguel,X5,hshd,h,shd,0,28,11,7,102,9,35,14,7,63,12
1460,101,13,W,Miguel,X5,hshd,h,shd,0,21.5,12,7,68,12,18,9,6,34,2
1461,102,14,N,Miguel,X5,hshd,h,shd,0,27.5,11,6,74,15,30.5,12,6,50,11
1462,102,14,S,Miguel,X5,hshd,h,shd,0,32.5,13,9,116,18,35,14,8,66,13
1463,102,14,E,Miguel,X5,hshd,h,shd,0,21,11,5,36,11,25,10,5,17,13
1464,102,14,W,Miguel,X5,hshd,h,shd,0,32.5,12,7,80,20,34,16,7,34,22
1465,103,15,N,Miguel,X5,hshd,h,shd,33,21,7,4,42,8,25,8,4,12,9
1466,103,15,S,Miguel,X5,hshd,h,shd,33,30.5,10,6,75,14,32,11,7,22,15
1467,103,15,E,Miguel,X5,hshd,h,shd,33,28,10,7,67,12,30,11,6,27,13
1468,103,15,W,Miguel,X5,hshd,h,shd,33,27,10,6,58,15,NA,NA,NA,NA,NA
1469,104,16,N,Miguel,X5,hshd,h,shd,0,35,10,5,48,20,37,10,4,17,15
1470,104,16,S,Miguel,X5,hshd,h,shd,0,30.5,9,3,7,17,34,10,2,3,11
1471,104,16,E,Miguel,X5,hshd,h,shd,0,30.5,10,4,23,11,31,10,4,17,10
1472,104,16,W,Miguel,X5,hshd,h,shd,0,29,13,5,18,15,31.5,13,1,3,10
1473,105,17,N,Miguel,X5,hshd,h,shd,0,27,16,8,31,12,34.5,14,6,14,13
1474,105,17,S,Miguel,X5,hshd,h,shd,0,23,10,7,46,7,28,14,5,24,9
1475,105,17,E,Miguel,X5,hshd,h,shd,0,25,11,6,52,10,27,13,6,42,0
1476,105,17,W,Miguel,X5,hshd,h,shd,0,25,11,7,43,12,32,14,7,27,14
1477,106,18,N,Miguel,X5,hshd,h,shd,66,21,10,6,53,4,26,15,6,13,5
1478,106,18,S,Miguel,X5,hshd,h,shd,66,21,10,3,28,8,26,13,3,17,13
1479,106,18,E,Miguel,X5,hshd,h,shd,66,29.5,11,7,97,8,33,13,6,29,5
1480,106,18,W,Miguel,X5,hshd,h,shd,66,26,11,6,41,10,24.5,12,5,27,8
1481,107,19,N,Miguel,X5,hshd,h,shd,0,17,7,4,19,6,18,8,2,6,5
1482,107,19,S,Miguel,X5,hshd,h,shd,0,31,13,8,143,10,41,16,6,26,8
1483,107,19,E,Miguel,X5,hshd,h,shd,0,31,12,6,65,12,31,11,6,31,3
1484,107,19,W,Miguel,X5,hshd,h,shd,0,41,14,8,161,15,44,13,8,63,14
1485,108,20,N,Miguel,X5,hshd,h,shd,0,19,7,3,15,4,30,10,3,6,9
1486,108,20,S,Miguel,X5,hshd,h,shd,0,29,10,6,55,12,34,13,5,35,10
1487,108,20,E,Miguel,X5,hshd,h,shd,0,25.5,10,3,16,6,34.5,13,3,8,8
1488,108,20,W,Miguel,X5,hshd,h,shd,0,30.5,9,5,41,16,34,11,5,21,10
1489,109,21,N,Miguel,X5,hshd,h,shd,33,32,12,7,44,15,34,12,6,14,7
1490,109,21,S,Miguel,X5,hshd,h,shd,33,30,11,5,41,14,38.5,14,5,21,16
1491,109,21,E,Miguel,X5,hshd,h,shd,33,30.5,12,6,54,12,41.5,15,6,33,13
1492,109,21,W,Miguel,X5,hshd,h,shd,33,31.5,11,6,23,16,38,14,4,11,19
1493,110,22,N,Miguel,X5,hshd,h,shd,33,24,9,4,52,13,28,10,4,20,10
1494,110,22,S,Miguel,X5,hshd,h,shd,33,29,11,6,50,10,35,14,6,22,12
1495,110,22,E,Miguel,X5,hshd,h,shd,33,23,10,5,36,4,33,14,5,8,11
1496,110,22,W,Miguel,X5,hshd,h,shd,33,32,10,5,46,15,38,12,5,25,12
1497,111,23,N,Miguel,X6,lshd,l,shd,0,35,13,6,39,11,20,8,0,0,3
1498,111,23,S,Miguel,X6,lshd,l,shd,0,22,9,5,16,11,28,12,3,8,13
1499,111,23,E,Miguel,X6,lshd,l,shd,0,35,13,6,42,12,39,15,5,12,8
1500,111,23,W,Miguel,X6,lshd,l,shd,0,21.5,9,4,23,16,31,13,2,8,13
1501,112,24,N,Miguel,X6,lshd,l,shd,0,23,9,5,49,14,24,10,3,20,0
1502,112,24,S,Miguel,X6,lshd,l,shd,0,33,13,3,30,14,45.5,19,3,9,14
1503,112,24,E,Miguel,X6,lshd,l,shd,0,32.5,12,6,29,11,43.5,17,5,19,13
1504,112,24,W,Miguel,X6,lshd,l,shd,0,44.5,19,5,36,19,34.5,13,3,17,8
1505,113,25,N,Miguel,X6,lshd,l,shd,0,20,8,1,1,11,22,8,1,1,5
1506,113,25,S,Miguel,X6,lshd,l,shd,0,29,11,3,26,7,31,12,3,12,4
1507,113,25,E,Miguel,X6,lshd,l,shd,0,20,6,3,14,7,21,7,2,5,3
1508,113,25,W,Miguel,X6,lshd,l,shd,0,34.5,14,5,45,17,42,16,5,18,14
1509,114,26,N,Miguel,X6,lshd,l,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,114,26,S,Miguel,X6,lshd,l,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,114,26,E,Miguel,X6,lshd,l,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,114,26,W,Miguel,X6,lshd,l,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,115,27,N,Miguel,X6,lshd,l,shd,0,36,14,9,91,13,44.5,17,8,42,8
1514,115,27,S,Miguel,X6,lshd,l,shd,0,26.5,10,6,89,12,41,15,5,30,15
1515,115,27,E,Miguel,X6,lshd,l,shd,0,29,11,6,36,8,30,12,5,24,8
1516,115,27,W,Miguel,X6,lshd,l,shd,0,18,8,2,11,12,26.5,10,1,1,10
1517,116,28,N,Miguel,X6,lshd,l,shd,33,35,14,9,90,18,45,16,7,36,15
1518,116,28,S,Miguel,X6,lshd,l,shd,33,26,12,7,59,10,33.5,15,4,15,14
1519,116,28,E,Miguel,X6,lshd,l,shd,33,24.5,10,4,29,6,34,14,4,17,10
1520,116,28,W,Miguel,X6,lshd,l,shd,33,14,8,4,29,6,23.5,11,3,4,13
1521,117,29,N,Miguel,X6,lshd,l,shd,0,37.5,11,3,9,21,40,12,1,2,12
1522,117,29,S,Miguel,X6,lshd,l,shd,0,33,10,5,8,11,48,15,2,4,15
1523,117,29,E,Miguel,X6,lshd,l,shd,0,21.5,7,1,3,13,30,11,0,0,15
1524,117,29,W,Miguel,X6,lshd,l,shd,0,35,11,5,11,15,46.5,15,3,7,19
1525,118,30,N,Miguel,X6,lshd,l,shd,0,33,12,4,21,14,46,17,4,10,15
1526,118,30,S,Miguel,X6,lshd,l,shd,0,27.5,12,6,28,18,33,14,6,29,14
1527,118,30,E,Miguel,X6,lshd,l,shd,0,31,12,7,68,13,33,12,7,44,5
1528,118,30,W,Miguel,X6,lshd,l,shd,0,19,11,3,19,8,30,15,3,8,12
1529,119,31,N,Miguel,X6,lshd,l,shd,66,24.5,8,5,45,9,38,15,3,6,14
1530,119,31,S,Miguel,X6,lshd,l,shd,66,27,9,2,6,11,35.5,12,1,1,14
1531,119,31,E,Miguel,X6,lshd,l,shd,66,33,13,8,89,11,38.5,17,8,2,10
1532,119,31,W,Miguel,X6,lshd,l,shd,66,37.5,12,7,53,16,49,16,7,23,19
1533,120,32,N,Miguel,X6,lshd,l,shd,66,37,12,7,33,15,34,11,6,34,3
1534,120,32,S,Miguel,X6,lshd,l,shd,66,32,12,7,50,6,36,13,7,25,5
1535,120,32,E,Miguel,X6,lshd,l,shd,66,28,11,5,32,6,30,11,4,16,4
1536,120,32,W,Miguel,X6,lshd,l,shd,66,35,12,7,77,19,46,16,6,44,10
1537,121,33,N,Miguel,X6,lshd,l,shd,0,31.5,12,4,13,13,31,12,4,11,3
1538,121,33,S,Miguel,X6,lshd,l,shd,0,26.5,11,5,13,10,27,11,5,10,2
1539,121,33,E,Miguel,X6,lshd,l,shd,0,31,12,6,52,11,32,12,7,27,6
1540,121,33,W,Miguel,X6,lshd,l,shd,0,41,14,7,48,14,43,16,7,24,5
1541,122,34,N,Miguel,X6,lshd,l,shd,0,32,9,5,47,13,64.5,16,7,27,19
1542,122,34,S,Miguel,X6,lshd,l,shd,0,37,10,4,11,13,40,11,2,3,3
1543,122,34,E,Miguel,X6,lshd,l,shd,0,46,12,7,22,16,49.5,12,3,4,11
1544,122,34,W,Miguel,X6,lshd,l,shd,0,33,9,5,54,12,36,13,4,6,10
1545,123,35,N,Miguel,X6,lshd,l,shd,33,30,10,5,31,16,38,14,3,13,14
1546,123,35,S,Miguel,X6,lshd,l,shd,33,28,11,6,74,9,34.5,15,6,41,7
1547,123,35,E,Miguel,X6,lshd,l,shd,33,21,7,4,29,5,24,8,5,18,3
1548,123,35,W,Miguel,X6,lshd,l,shd,33,35.5,10,6,69,14,50,16,5,12,15
1549,124,36,N,Miguel,X6,lshd,l,shd,66,21,8,3,14,4,20,4,3,11,2
1550,124,36,S,Miguel,X6,lshd,l,shd,66,21.5,10,6,54,7,32.5,16,3,7,6
1551,124,36,E,Miguel,X6,lshd,l,shd,66,30,13,6,43,6,38,14,6,24,3
1552,124,36,W,Miguel,X6,lshd,l,shd,66,23,13,7,37,11,32,16,4,10,11
1553,125,37,N,Miguel,X6,lshd,l,shd,33,18.5,8,4,NA,7,21,9,4,9,7
1554,125,37,S,Miguel,X6,lshd,l,shd,33,22,10,5,29,5,30,14,5,10,9
1555,125,37,E,Miguel,X6,lshd,l,shd,33,27.5,12,6,72,10,34,15,6,46,3
1556,125,37,W,Miguel,X6,lshd,l,shd,33,25,11,6,48,14,35,14,5,20,16
1557,126,38,N,Miguel,X6,lshd,l,shd,66,22.5,10,5,50,5,20,9,3,11,1
1558,126,38,S,Miguel,X6,lshd,l,shd,66,16.5,8,3,28,10,24,12,3,20,12
1559,126,38,E,Miguel,X6,lshd,l,shd,66,22,11,4,29,14,34,15,4,8,11
1560,126,38,W,Miguel,X6,lshd,l,shd,66,28.5,12,7,83,13,35.5,14,6,47,12
1561,127,39,N,Miguel,X6,lshd,l,shd,33,23,10,6,68,10,28,12,6,62,0
1562,127,39,S,Miguel,X6,lshd,l,shd,33,23,9,5,39,12,36.5,14,5,19,17
1563,127,39,E,Miguel,X6,lshd,l,shd,33,20,9,6,75,6,21,10,6,37,0
1564,127,39,W,Miguel,X6,lshd,l,shd,33,25,9,5,48,16,39,14,4,24,20
1565,128,40,N,Miguel,X6,lshd,l,shd,33,18,9,3,22,8,9.5,4,2,13,0
1566,128,40,S,Miguel,X6,lshd,l,shd,33,17,7,3,24,10,15,6,0,0,0
1567,128,40,E,Miguel,X6,lshd,l,shd,33,10,4,2,9,8,8,4,0,0,0
1568,128,40,W,Miguel,X6,lshd,l,shd,33,29.5,11,5,35,13,27,10,5,15,9
1569,129,41,N,Miguel,X6,lshd,l,shd,33,25.5,10,5,40,13,34.5,13,4,17,11
1570,129,41,S,Miguel,X6,lshd,l,shd,33,32.5,12,7,75,9,51,19,7,33,12
1571,129,41,E,Miguel,X6,lshd,l,shd,33,24.5,10,6,38,6,27.5,12,6,20,5
1572,129,41,W,Miguel,X6,lshd,l,shd,33,20,9,5,24,7,21,9,3,7,5
1573,130,42,N,Miguel,X6,lshd,l,shd,66,19,9,3,27,5,31,13,3,17,7
1574,130,42,S,Miguel,X6,lshd,l,shd,66,33,12,6,80,11,47,16,6,26,16
1575,130,42,E,Miguel,X6,lshd,l,shd,66,33,12,6,79,13,45,17,6,36,14
1576,130,42,W,Miguel,X6,lshd,l,shd,66,30.5,12,6,39,10,49,15,5,14,16
1577,131,43,N,Miguel,X6,lshd,l,shd,66,26,10,5,79,12,37,13,5,15,15
1578,131,43,S,Miguel,X6,lshd,l,shd,66,28,11,7,59,10,29,12,6,32,6
